tag,tagId
sleep walking,24836
Rumpelstiltskin,24837
good science bad science,24838
easy,24839
Sally Field,24840
Gambling Club,24841
Nostalgia Critic's Top 20,24842
Metal,24843
dalai lama,24844
Jennifer Carpenter,24845
Roger Moore,24846
sleeping beauty,24847
sadomasochistic,24848
Amazing display of friendship,24849
Lost Boys,24850
What Star Wars Should Be,24851
savior,24852
modern dance,24853
chimpanzee,24854
Rich Moore,24855
Oscar (Best Makeup),24856
redistribution,24857
Clark Duke,24858
voiceover,24859
baltimore,24860
Henry Alex Rubin,24861
author:Candace Bushnell,24862
can't identify with hero,24863
freddy krueger,24864
Almost made me prefer being blown away to having a fingernail pulled.,24865
james nesbitt,24866
Georg Friedrich,24867
Slick,24868
Edward G. Robinson,24869
I hate this movie. Great casting,24870
mid-life crisis,24871
Verne Troyer,24872
Pierre Arditi,24873
Jokes,24874
Dwight Frye,24875
callcenter,24876
drug reference,24877
Yojiro Takita,24878
Claude Sautet,24879
setting:planet Mars,24880
Henning Carlsen,24881
Ensemble cast,24882
standard crap,24883
christians,24884
Monks,24885
to see: b-grade horror,24886
much overrated,24887
Vladimir Mashkov,24888
surprisingly powerful,24889
Antarctica,24890
Wien,24891
Saturn Award (Best Supporting Actress),24892
Wonderfull story about what happened in the mid 80's,24893
true story!,24894
animated masterpiece,24895
Nicholaus Goossen,24896
Howling Commandos,24897
american spirit,24898
wolfs,24899
Zhou xingchi,24900
relationship - nontypical,24901
friends with issues,24902
"sometimes you just \\""don't give them the satisfaction\""\""""",24903
gunfights,24904
Cab Calloway,24905
Joanna Kerns,24906
Xavier Beauvois,24907
experience,24908
classic sci fi,24909
Jaco Van Dormael,24910
Lacan,24911
zhun long,24912
someone to watch over me,24913
related:Big,24914
well made for low budget,24915
big acting,24916
best of star wars,24917
Mani Haghighi,24918
moses,24919
Ryan Little,24920
Christian,24921
empire,24922
questionable methodology,24923
AtatÃ¼rk,24924
Max von Sydow,24925
WOMEN'S FRIENDSHIP,24926
Emotional and Heroic,24927
Jon Favreau,24928
mediacentralism,24929
Dean Cain,24930
set:mechanical gearworks,24931
joseph mccarthy,24932
Firefly,24933
Alan Zaslove,24934
Katrina,24935
camera tricks,24936
Coming-Of-Age,24937
Not very realistic,24938
bathroom humor,24939
kaleidoscope,24940
Hugo Weaving,24941
setting:Philadelphia,24942
"ending \\""twist\""\"" could be better""",24943
unprotected sex,24944
Christine Edzard,24945
Miley Cyrus,24946
nnothing,24947
Clyde Geronimi,24948
Very Effective Horror,24949
This is the wierdest movie I ever liked,24950
torrance california,24951
scrat,24952
oscar bait,24953
hidden passages,24954
depth of emotion,24955
sport:motocross (scene),24956
criticker pick,24957
Claudia FontÃ¡n,24958
Down's Syndrome,24959
Maria Schrader,24960
good samaritan,24961
Stephen Dillane,24962
Mke Myers,24963
Pittsburgh,24964
Jacques Feyder,24965
Insipid dialogue,24966
regal,24967
anti-fascism,24968
stand-and-talk dialogue,24969
alternative life,24970
mastermind,24971
sappy love story,24972
can't stand rogue!,24973
Gary Shandling,24974
Sensurround,24975
heroin addiction,24976
Sngmoo Lee,24977
Marty Feldman,24978
discomfiting,24979
Remake,24980
guerra,24981
Rade SerbedZija,24982
mandarin,24983
shrimp,24984
Forced Ending,24985
angelic intervention,24986
'And So The Bear And Little Deiter Went Off Into The Mountains & Lived Like Homosexual Bears',24987
screenwriter:Eric Singer,24988
Scott Mechlowicz,24989
quirky style,24990
SeeAlso:Mary Poppins,24991
audiovisual orgasm,24992
rough humor,24993
Movie I didn't watch to the end,24994
Brian Desmond Hurst,24995
Marxism,24996
Estella Warren,24997
yankee,24998
insanity during war,24999
Bodyguard,25000
john donne,25001
Buddhist monk,25002
frustrating to watch,25003
smart drugs,25004
Nick and Nora Charles (series),25005
Freddy (My Hero),25006
cam gigandet,25007
sex scenes,25008
inaccurate historical account,25009
Gilles Legrand,25010
governess,25011
Ham fisted,25012
child victims,25013
woodworking,25014
Jeffery Dean Morgan,25015
daughter,25016
rape (implied),25017
somewhat predictable but interesting,25018
carrey decline begins...,25019
John Dean,25020
topic:AIDS,25021
Simple,25022
Car Racing,25023
Harun Farocki,25024
author: Edgar Rice Burroughs,25025
armored bus,25026
symbolism well done,25027
Gianfranco Rosi,25028
tim rocks,25029
Michael McGowan,25030
child's wisdom,25031
Uwe Boll Sucks,25032
Deceptive,25033
a bit far-fetched,25034
Godfrey Reggio,25035
author:John Carlin,25036
Craig Robinson,25037
Romain Duris,25038
Stephen Hopkins,25039
cameo:Warner Wolf,25040
good vs. evil,25041
great doc,25042
Chicago,25043
authentic action,25044
author:Stephen King,25045
Mario Van Peebles gets eaten,25046
Martin Luther King Jr.,25047
Charles Grodin,25048
Richard Rich,25049
prison break,25050
Miyuki Kuwano,25051
spys,25052
5.9-FilmAffinity,25053
annoying,25054
annie m.g. schmidt,25055
High Noon,25056
Shaun Toub,25057
Salieri,25058
less artistic than it thinks,25059
mentiroso,25060
aquarius,25061
Damon Dash,25062
Bruce Brown,25063
author:E.W. Hornung,25064
sport:dancing,25065
summery,25066
Costa Botes,25067
Jennifer Ehle,25068
heist scene,25069
transgressive,25070
Nicolas Winding Refn,25071
"The three \\""imagination\""\"" sequences they had when they were stoned ruined the movie.""",25072
cisnormative,25073
Lazar Ristovski,25074
Roy Dupuis,25075
Terry Bradshaw,25076
plausible,25077
author:Lewis Caroll (Charles Lutwidge Dodgson),25078
Best Performance:  Gary Oldman as Sid Vicious,25079
terrible film,25080
Chris Rock,25081
The Graduate,25082
clubs,25083
janitor,25084
CHRISTIAN,25085
tibet,25086
Let down,25087
Rus,25088
good editing,25089
2d animation,25090
Vice President,25091
game:Scrabble,25092
ill,25093
Sienna Guillory,25094
realistic violence,25095
character based on real person:Muhammad Ali,25096
new wave,25097
to see: horror/action,25098
playful,25099
great plot,25100
power play,25101
Tradition!,25102
dismissive of character,25103
best of the series so far,25104
danny trejo,25105
Serge Bourguignon,25106
'STFU!',25107
protagonist is a refugee,25108
bad directing,25109
younger version of character,25110
David Ogden Stiers,25111
Roy Andersson,25112
unlikely hero,25113
Grant Gee,25114
Fundraising,25115
our naomi,25116
uplifting,25117
Paul McGann,25118
Purple Sky,25119
to watch,25120
cliche depiction of writers and artists,25121
feel good,25122
poor casting,25123
Eric Olsen,25124
Salvador Dali,25125
Charles Ruggles,25126
Jack Cutting,25127
Visions,25128
unemployment,25129
emotional resonance,25130
Sylvain Chomet,25131
no subtitles,25132
disturbing scene,25133
Hitler Youth (HJ),25134
Mulhouse,25135
Christian Duguay,25136
Claire Denis,25137
Hunter McCracken,25138
'Isreal' plot,25139
loud eccentric character,25140
young jim carrey,25141
good cop/bad cop,25142
SEAL,25143
Frank Welker,25144
CULTURE CLASH,25145
Hans Conried,25146
desperately sad,25147
Different cast,25148
Gerad Depardieu,25149
piano music,25150
Mary Astor,25151
twist endings,25152
acrophobia,25153
to leave a kid alone,25154
Reverse Process of Aging,25155
Anou,25156
perversion of hugo's novel,25157
Jean Simmons,25158
superherion,25159
metallica,25160
funny and interesting,25161
Michael Zimbalist,25162
lacking necessary subtlety,25163
adaptedInto:Television series,25164
priest,25165
Yves Robert,25166
Academy award winning,25167
empowered women,25168
26.02.06,25169
androcentrism,25170
Torrente,25171
Cao Hamburger,25172
River Phoenix,25173
Stephen Roberts,25174
14.07.06,25175
Cate Blanchett,25176
timelines,25177
Photography,25178
peace,25179
let there be light,25180
Wing Chun,25181
have it's funny moments,25182
guilt and redemption,25183
poor gay dude,25184
chris sanders,25185
Mike Bonanno,25186
Walked out,25187
David S. Ward,25188
Bruce McGill,25189
MI6,25190
John English,25191
Toshiro Mifune,25192
too many notes,25193
Liz,25194
Poor People,25195
Valentin Vaala,25196
modern noir,25197
penniless,25198
adapted from:opera,25199
Jeremy Northam,25200
Owen Wilson is Woody Allen,25201
Teri Hatcher,25202
commentary,25203
magic board game,25204
Ãvila,25205
Nimrat Kaur,25206
screenwriter:Ryan Fleck,25207
intelligent thriller,25208
indy,25209
Chris Malloy,25210
jeremy renner,25211
Dacia,25212
shit dialogue,25213
gentle story,25214
F. Murray Abraham,25215
Noam Chomsky,25216
Knut Hamsun,25217
what's this about?,25218
AFI #99,25219
relationship between mental illnesses and sanity,25220
drifting,25221
critically acclaimed,25222
Emilio Estevez,25223
Matt Walsh,25224
Patriot Act,25225
prodigal son,25226
subtitles,25227
topic:Pearl Fryar,25228
u can touch the fish,25229
BEAUTIFUL,25230
Joan Plowright,25231
multinational settings,25232
prisoners,25233
Peter Bogdanovich,25234
extrasensory visual capacity,25235
Ryôsuke Nakamura,25236
Morals,25237
boba fett,25238
Alwara HÃ?Â¶fels,25239
pancakes,25240
Donnie Wahlberg,25241
Party while you can,25242
Henry de Sliva,25243
aliens ripoff,25244
computer,25245
Roy Dotrice,25246
Juan José Campanella,25247
Seth Holt,25248
Even Princesses Want To Have Pig Sex Now & Again...& Again,25249
Anders Nilsson,25250
no score,25251
black comeedy,25252
neo noir,25253
rohypnol,25254
true to life,25255
crystal skull,25256
Bill Roberts,25257
sexy gayness,25258
Adam Bhala Lough,25259
Arsenio 'Sonny' Trinidad,25260
Ray Liotta sucks,25261
American Southwest,25262
Poop,25263
Pierre Salvadori,25264
preposterous premise,25265
well paced,25266
highschool music teacher,25267
Isaac Asimov,25268
scenen hvor de ude på havet synger den sømandsvise han har skrevet er genial,25269
dead body,25270
Influential,25271
Scott Mosier,25272
German Reunification,25273
Transition from killer to protector,25274
setting:Times Square (NYC),25275
Sean Maguire,25276
lt dan,25277
why's this rated R? good though,25278
Jeff Sherman,25279
'Oh Edward!  A Mr. Todd Would Like You To Cut His Hair',25280
training montage,25281
Jack Hively,25282
hard plot to follow,25283
hulk,25284
not by book,25285
Animals die :(,25286
adapted from:cartoon,25287
a great science fiction movie,25288
topic:aids/hiv,25289
slick adventure TV remake,25290
George Dunning,25291
Strong story,25292
AFI #79,25293
Robert Clouse,25294
trailer park,25295
humanlike robots,25296
HOT actress,25297
Tobias Lindholm,25298
Clayton Jacobson,25299
made me smile,25300
Sam Worthington,25301
Humorous,25302
powerful message about hate,25303
brilliant plot and characters,25304
Best Performance:  Spencer Tracy as Henry Drummond,25305
Courteney Cox,25306
Paul Michael Glaser,25307
Robert Kurtzman,25308
groot,25309
This is my absolute favourite movie ever.,25310
Wei Lo,25311
mtv feature,25312
great villain,25313
english voice overs,25314
corrupt government,25315
Barbara Stanywick,25316
chimp,25317
William Sanderson,25318
Jim Breuer,25319
Friendship Between Boys,25320
Richard Dreyfuss,25321
Brian Tyler,25322
horror of war,25323
empty house,25324
Sujoy Ghosh,25325
Helen Mirren,25326
Daniel Craig,25327
pop counterculture,25328
Alexandre Astier,25329
sex drugs and rnr,25330
epilogue,25331
rating,25332
secret_service,25333
Nun,25334
disengaged,25335
fortune,25336
cheesy clues,25337
socks,25338
Victor Heerman,25339
Lynn Hung,25340
jury tampering,25341
Hugh Munro Neely,25342
Abe,25343
breaking social boundaries,25344
author:Barry Reed,25345
Francine Rzeznik,25346
setting:game reserve,25347
Carl theodor dreyer,25348
based on a marvel comic book,25349
08.02.06,25350
greeting card business,25351
terrible dialogue,25352
Jack Thompson,25353
Mike Thurmeier,25354
vanessa l. williams,25355
Nat Sharman,25356
the guy especially :P,25357
Von Trier,25358
Dwayne johnson,25359
Marc Evans,25360
finger injuries,25361
easy fun,25362
fertility,25363
Lawrence Kasdan,25364
forgiveness,25365
slow developing,25366
adopted from:book,25367
medium to low predictability level,25368
scientific fiction,25369
a topiary,25370
flawless art direction,25371
deceptive title,25372
Tom,25373
'Saving Silverman Part Deux',25374
CÃ©dric Klapisch,25375
Russell Brand,25376
topic:sex work,25377
Max Cavalera,25378
Unusual,25379
trippy,25380
author:Daniel Wallace,25381
People,25382
criminal mind,25383
Film Noir,25384
Steve Wang,25385
distorted representation of history,25386
Kristin Scott Thomas,25387
discomforting,25388
Good stunts. . . Crappy movie,25389
working poor,25390
as-seen-on-tv,25391
good old movie,25392
Leia,25393
DVD:extra footage,25394
Raymond Bernard,25395
Peter Falk,25396
Lisa Barros D'Sa,25397
Myron Meisel,25398
too self-aware,25399
Katzanzakis,25400
yoga,25401
Sean Durkin,25402
French new wave,25403
poor audio,25404
ex-imdb top 250,25405
charlie kaufman,25406
Jonah Bobo,25407
ChloÃ?ÃÂ« Grace Moretz,25408
DivX,25409
Character driven,25410
B&W,25411
Great promise,25412
can you change the past?,25413
Raoul O'Connell,25414
multiple viewings,25415
Con,25416
Kristina Lindström,25417
tiff premier,25418
formulaic symmetry,25419
Cairo,25420
Raffaello Matarazzo,25421
cheats,25422
wasted characters,25423
character:Dangerous Davies,25424
mindcontrol,25425
Wotan Wilke MÃƒÂ¶hring,25426
blackmail,25427
Robert Zemeckis,25428
startede lidt kedeligt og intetsigende,25429
replicant,25430
watched every year,25431
13th Century,25432
Coach Carter meets Longest Yard,25433
all action,25434
reality television,25435
illiteracy,25436
japon,25437
fred astaire,25438
Bambi,25439
James Badge Dale,25440
office space,25441
Marcel Pagnol,25442
ruined marriage,25443
Roseanne Barr,25444
future art deco,25445
evil children,25446
Eddie Alcazar,25447
Harold Pinter,25448
George Fitzmaurice,25449
Freddy no longer scary,25450
foreign film,25451
PG-13:nudity,25452
Asterix,25453
Rupert Wainwright,25454
Grindhouse,25455
Open Source,25456
wretched,25457
brain bang,25458
no moral dilema,25459
sport:track running,25460
Lindsay Sloane,25461
changed identity,25462
condena a muerte,25463
truth about mormon history,25464
big wave,25465
author:Frank Herbert,25466
tribute,25467
Speech Patterns,25468
Summer,25469
Gillies MacKinnon,25470
tacos,25471
Christopher Martin,25472
power struggle,25473
strong feeling of threat,25474
Haley Joel Osmond,25475
i cried like a baby,25476
Carsten Norgaard,25477
United Nations,25478
uncomprehensive screenplay and plot,25479
Bad ass women,25480
Princess Diana,25481
North Sea,25482
other people,25483
Deserves better reviews!,25484
Chuan Lu,25485
speculative fiction,25486
Uganda,25487
visual aesthetic,25488
Waste of Time,25489
Andrew Thompson,25490
psychiatrist as character,25491
expicit,25492
political intrigues,25493
Too predictable,25494
bill engvall,25495
Newman/Redford,25496
Artificial human,25497
sloppy filming,25498
show,25499
Marianne Faithfull,25500
Martha Plimpton,25501
Oldrich Lipský,25502
pioneer sex researcher,25503
beating up America,25504
Mark Kassen,25505
wry,25506
fun with friends,25507
AFI #60,25508
High school,25509
zoo,25510
story arc,25511
cultural history,25512
teen comedy,25513
rhona mitra,25514
Saturn Award (Best Animated Film),25515
droids,25516
tricked to leave,25517
piece of shit,25518
too brutal,25519
Passes the Bechdel test,25520
'On A Steel Horse I Ride I'm Wanted (waaaanteeddd) Dead Or Alive',25521
Leonard Schrader,25522
physician as protagonist,25523
representation,25524
franchise killer,25525
ha ha ha,25526
snl,25527
famous quote,25528
IMAX DMR reissue in 2012,25529
Olivier Megaton,25530
Not True to the Book,25531
Seijun Suzuki,25532
Silvio Narizzano,25533
maker of akira,25534
elektra,25535
The Ramones,25536
bag of sand,25537
Caesar,25538
smart direction,25539
Wonderful director,25540
rural poverty,25541
distopian,25542
OK Computer,25543
holy shit,25544
difficult subject matter,25545
public domain,25546
Irish accent,25547
cannibals,25548
Amazingly Bad,25549
dumbest black guy ever (and Asronaut),25550
johnny supernova,25551
author:william s. burroughs,25552
Wacky ending,25553
Wish it was a happy ending,25554
unstupid,25555
one man show.,25556
americans in europe,25557
dumbest movie ever,25558
Hsin-Yen Chang,25559
oxford,25560
god! jeg elsker parisfilm fra denne her æra,25561
hayao miyazaki,25562
paganism,25563
Plan B,25564
Amateurish,25565
recipe,25566
susan sarandon,25567
magic carpet,25568
Titanic,25569
david alan grier,25570
post-apocalytic setting,25571
old women,25572
reindeer,25573
COMPUTER PARANOIA,25574
unsympathetic hero,25575
Kelly Duane,25576
Screwball Comedy,25577
man vs nature,25578
useless use of violence,25579
'Don't Cry Jen I Promise We'll Kill Them All',25580
chuck berry,25581
Alan Moore,25582
Stay Puft Marshmallow Man,25583
Stephen Soderberg,25584
Teri Garr,25585
Kama Sutra,25586
special prison,25587
Venice Film Festival Winner,25588
moochers,25589
Worth watching,25590
Nine Inch Nails,25591
Orlando Bloom,25592
Stephen Tobolowsky,25593
Matt Damon(written by),25594
cole porter,25595
Schwarzenneger character now controlled by good,25596
Alex Segal,25597
Nazi,25598
What If The Big Bad Wolf & Grandma Were Swapping Spit?,25599
guts,25600
big hair,25601
Marlene Dietrich,25602
legal system,25603
Schizophrenic,25604
part animated,25605
Robert Denny,25606
Middle Earth,25607
Orlando Jones,25608
Rich what? Richmond! Really great movie!,25609
Ranald MacDougall,25610
recklessness,25611
Seen 2012,25612
Malandragem,25613
QuÃƒÂ©bÃƒÂ©cois,25614
character:Freddy Krueger,25615
James Moll,25616
Tony Bui,25617
canadian wilderness,25618
Steve Carrell,25619
William Hickey,25620
Laurentine Ten Bosch,25621
Clive Owen,25622
upbeat,25623
Rakesh Omprakash Mehra,25624
jon stewart,25625
Baba Yaga,25626
?author:Len Wein,25627
Ed O'Neill,25628
the velvet underground,25629
obsession over one object,25630
eccentric,25631
filming,25632
DJ Qualls,25633
screenwriter:Roberto Orci,25634
dirty dancing,25635
faustian,25636
ryan hurst,25637
R:disturbing images,25638
Kenji Uchida,25639
strong performance,25640
Rick Goldsmith,25641
ryan Gosling,25642
lies to viewer,25643
facing problems,25644
Very long,25645
silly humor,25646
Sandra Nettelbeck,25647
electroshock therapy,25648
A coming of age story with good characters,25649
John Hillcoat,25650
Navajo,25651
Raman Hui,25652
funny auction scene,25653
unsatisfying ending,25654
Josh Zuckerman,25655
Lake Bell,25656
Silent,25657
Military Training,25658
Birdie num nums,25659
rekindled love,25660
Appalachia,25661
Ironic,25662
red rum,25663
Mathew Broderick,25664
80's music,25665
uneven,25666
automatic,25667
The Rock,25668
not too silly,25669
Elvis Presley,25670
formal,25671
Dual-HD Video,25672
zither,25673
how was this funny?,25674
123,25675
setting:Venice,25676
clive owen,25677
Robert Stone,25678
Just In Timber Cake Must Die!,25679
Helena Bonham Carter,25680
tragicomedy,25681
Gary Lewis,25682
meaning,25683
Don't get dead,25684
busking,25685
soldiers,25686
cool style,25687
Miklós Jancsó,25688
suitcase of light,25689
Karl Urban,25690
fantastic,25691
Rip Torn,25692
gay plot almost not necessary,25693
knowledge of end at beginning,25694
Marijuana,25695
Hardi Volmer,25696
Estonian,25697
free running,25698
social satire,25699
full plot,25700
Elia Kazan,25701
Tim Frywell,25702
excellent! great story and cinetmatography,25703
Harold Prince,25704
obscure,25705
America (the band),25706
teen remake,25707
Big dude with large hammer,25708
craftyness,25709
Joel Courtney,25710
setting:jungle,25711
Hong Kong film,25712
bullshit rape scene,25713
Kate Isitt,25714
unnecessary-suffering,25715
best friends,25716
Gordon Davidson,25717
A feel good movie. A bit religious too I would think,25718
Peter A. Dowling,25719
play on emotions,25720
place driven,25721
Andr? T?chin?,25722
Meh,25723
holy war,25724
overdone,25725
Victor Köhler,25726
robert rubin,25727
William Lustig,25728
cool videogame (scene),25729
and this isn't at all how i pictured most of the characters,25730
2012,25731
simpsons,25732
chickflick,25733
hot dance scene,25734
shotgun,25735
civilians at war,25736
overcoming,25737
the play was better,25738
Seattle,25739
madmax,25740
halle berry,25741
tightrope,25742
Parody of Art World,25743
rape-revenge,25744
Koji Yamamura,25745
bees,25746
radiohead,25747
Relevant today,25748
Best Performance:  Robert Duvall as Mac Sledge,25749
Budd Boetticher,25750
Pedantic,25751
mummy dental analysis,25752
left for dead,25753
bereavement,25754
muito drama,25755
Max Brand,25756
achronological,25757
Peter,25758
archaic language,25759
Eric Roberts,25760
Aerospace,25761
"This movie should have been called \\""How Cocaine Ruined Disney\""\""""",25762
PG-13:some sexual material,25763
some crude humor,25764
confidence game,25765
Gail Patrick,25766
did i miss something?,25767
Antti Heikki Pesonen,25768
Megalon,25769
too easy for the good guys,25770
Lame ending,25771
anti-capitalist,25772
will leave you feeling suicidal,25773
Close-ups,25774
lame third act,25775
reality or imagination?,25776
susan sarrandon,25777
adapted from:operetta,25778
Mike Nichols,25779
80's goth cult movie,25780
mentally impaired,25781
repression,25782
Colin Strause,25783
Robin Hood,25784
Zack Snyder has the mentality of a 13 year old boy,25785
author:Mary Shelley,25786
fearless,25787
7.2-FilmAffinity,25788
A. Edward Sutherland,25789
Terence Davies,25790
the nature of love,25791
Satsuo Yamamoto,25792
Pink Floyd,25793
Screwball,25794
Mitzi Gaynor,25795
Oakland,25796
Evan Goldberg,25797
AFI #76,25798
shots,25799
Leslie Iwerks,25800
Morgan Paull,25801
Steve Guttenburg,25802
interesting premise,25803
elfs,25804
Faberge egg,25805
class conscious,25806
great chase scenes,25807
wall,25808
freethinking,25809
pharmacy,25810
actors and acting,25811
hanging,25812
did not finish,25813
film-noir,25814
author:Graham Greene,25815
remakeOf:Psycho (1960),25816
human prey,25817
misanthrope,25818
Al Reinert,25819
massacre of civilians,25820
Chris Hegedus,25821
Edward F. Cline,25822
Tony To,25823
Laos,25824
Advertising,25825
PERFECT CRIME,25826
poorly paced,25827
film-making,25828
François Ozon,25829
roses,25830
ron weasley,25831
negative gay jokes,25832
Garrison Keilor,25833
Troma,25834
bombing,25835
snappy banter,25836
quarter life crisis,25837
Amy Ziering,25838
Brian Flemming,25839
Cameron Mitchell,25840
Hajrudin Krvavac,25841
Toyboy,25842
ToshirÃƒÂ´ Mifune,25843
Edwin Wilson,25844
Sam Jaimes,25845
Shaquille O'Neal,25846
lame name,25847
beautifual,25848
the old south,25849
Sarah McCarthy,25850
great voice acting,25851
Scott Mann,25852
Swing and a Miss,25853
Francis Glebas,25854
The Pirate Bay,25855
subgenre:success tragedy,25856
sinner's crossroad,25857
one-way time travel,25858
perception,25859
compare:Minority Report (2002),25860
Liv Tyler,25861
strong female lead,25862
DISFIGURED CRIMINALS,25863
funny!,25864
just a pleasure to see Paul playing pool again.,25865
Pauly Shore,25866
Karyn Kusama,25867
overcoming odds,25868
Claude Jutra,25869
Alec Guinness,25870
Snails didn't come back to life,25871
Albert Decker,25872
indepth,25873
Carlos Saldanha,25874
Turbo-tastic!,25875
modern christianity,25876
Maude's braids,25877
Mark Hartley,25878
anticolonial,25879
Foshan,25880
Chester M. Franklin,25881
Jean Gabin,25882
hustler,25883
hunt,25884
Prison,25885
score:George Fenton,25886
Robin McLeavy,25887
platonic love,25888
genealogical,25889
ethics of science,25890
Not according to the truth,25891
giant stuffed whale,25892
louis malle,25893
Nancy Meckler,25894
Katherine Heigl,25895
washed out writer,25896
tragically bad,25897
Talal Derki,25898
blackface,25899
competition:cheerleading,25900
comedy classic,25901
adultry,25902
Scientific project,25903
Semi-historical,25904
Hal Ashby,25905
30% truth 70% story,25906
Q & A,25907
Montana,25908
author:Choderlos de Laclos,25909
Slapstick crap,25910
Sleeper,25911
Excessive CGI,25912
victim,25913
locations,25914
Genndy Tartakovsky,25915
excellent for its time,25916
Teiji Ito,25917
Utah,25918
Prudie,25919
beach,25920
Christian allegory,25921
organ,25922
cohen,25923
memory erased,25924
Gerard Lanvin,25925
CGI animals,25926
Agnes Kittelsen,25927
3-12-2006,25928
Joan O'Brien,25929
Denis PodalydÃ?Â¨s,25930
MMA,25931
ozploitation,25932
Inaccurate,25933
flawless hero,25934
Edward Bernays,25935
slave mentality,25936
repressed sexuality,25937
main character is a total shit,25938
Older Woman Younger Man Relationship,25939
hugh dancy,25940
Jessica Yu,25941
second chance,25942
Yahoo Top Pick,25943
James Caviezel,25944
muscial band,25945
Alekos Sakellarios,25946
Ugo Gregoretti,25947
quite good thriller,25948
Phill Lord,25949
roofies,25950
Linus Torvalds,25951
"efter seneste sening vil jeg sige, at 5 er gavmildt, tænkte lidt i en halv stjerne mindre, men what the hell",25952
author:George Bernard Shaw,25953
belgian,25954
frightning; beautifully filmed,25955
Isao Takahata,25956
hot girls!,25957
Bogie and Bacall,25958
1-4-2007,25959
temptation,25960
Wong Kar Wai,25961
social climbing,25962
house renovations,25963
Woody Allen!!!!,25964
Richard Cheese,25965
anti-climax,25966
improvised/actor-developed script,25967
ed speleers,25968
spindle,25969
History,25970
jane fonda,25971
men alligevel ender med at vÃ¦re et vildt fedt portrÃ¦t,25972
Kizo Nagashima,25973
emotion!,25974
Heather Angel,25975
rhinoceros,25976
Flow,25977
messed with the wrong guy,25978
I can do without.,25979
James Griffith,25980
Fetish,25981
series:Matt Helm,25982
Hugh Wilson,25983
comet,25984
childhood innocence,25985
Multiple Parts,25986
David Drury,25987
Horror/Thriller masters of asia for 3 segments of one film,25988
Jack Elam,25989
LGBT,25990
Alex ShafferÅ¾,25991
worst superhero,25992
animal shelters,25993
must see all in order,25994
cute baby,25995
much ado about nothing,25996
Michael Gunton,25997
Super De-Formed,25998
Judy,25999
mermaids,26000
disappointing successor,26001
G.W. Bailey,26002
takeshi kitano,26003
Kristian Manchester,26004
desenho,26005
SO LONG,26006
Mark A.Z. Dippé,26007
Cedric Gibbons,26008
Heather Graham,26009
den havde nogle virkelig gode sceancer kÃ¸rende for sig,26010
'sexy',26011
Ward Bond,26012
author:John le CarrÃ©,26013
blowjob,26014
mischief,26015
orlando bloom,26016
multicultural,26017
Peggy Carter,26018
Sport,26019
Ritesh Batra,26020
cuckold,26021
30.03.06,26022
Shannyn Sossamon looks incredibly beautiful.,26023
lawyer as protagonist,26024
set in St. Louis,26025
Gay-bashing,26026
David Mackenzie,26027
oliver stone,26028
UK culture,26029
Olivier Marchal,26030
tmnt,26031
millenial foreign comedies to see,26032
Andrzej Chyra,26033
unbelievable,26034
seals,26035
Ramin Bahrani,26036
shakespeare references,26037
Lizzy Caplan,26038
tjejfilm,26039
Ivan Andonov,26040
Sophia Bush,26041
J. Pat O'Malley,26042
cashier,26043
Josée Dayan,26044
venice,26045
Francis Ford Coppola,26046
Mind Games,26047
Stamford CT,26048
few action scenes,26049
communist,26050
Speeches,26051
start is better than the rest of the movie,26052
hunters,26053
locked-in,26054
Emmigration,26055
anthropomorphized animals,26056
Not a movie,26057
chemistry,26058
Rosie O'Donnell,26059
Not a comedy,26060
Space Sci-Fi,26061
Stephen Herek,26062
originality,26063
John Payson,26064
Wachowski Brothers,26065
off beat romance. Truly charming.,26066
Cassandra Complex,26067
not a comedy,26068
dance off (scene),26069
illicit love,26070
cross dresser,26071
horrible ending,26072
Edward Gray,26073
Luv Ranjan,26074
Van Gogh,26075
Manitoba,26076
piss your pants funny,26077
Mark Walton,26078
Clergy,26079
rapey,26080
Michelle Pfeiffer,26081
vacation gone wrong,26082
poor music,26083
established characters are ignored,26084
slow food,26085
Jeff Zimbalist,26086
Dimensionalized 2-D to 3-D for reissue in 2012,26087
royal pretends to be commoner,26088
daycare,26089
Over-rated,26090
insider acting stuff,26091
al franken,26092
airbase,26093
'Show Me The Money! I Can't Hear You Haji Scream Louder!',26094
reenactments,26095
Awful Editing,26096
old school mob,26097
warning:homophobia (mild),26098
Poignant,26099
czech society,26100
Josh Gordon,26101
subgenre:cat burglar,26102
author:Alan Moore,26103
no moral,26104
John Hamburg,26105
Anna Paquin,26106
President,26107
warmonger,26108
Nicolas cage:Time god,26109
Pentecostal,26110
dull characters,26111
so sad,26112
Irene Cara,26113
Ryan Reynolds,26114
Matthew Macfadyen,26115
Zbigniew Cybulski,26116
Straightforward,26117
lab animals,26118
Nowhere near as good as the series,26119
dj,26120
Deep,26121
study,26122
MOTHERS AND SONS,26123
Thandie Newton,26124
Albert Parker,26125
Oscar Nominee: Supporting Actress,26126
Dariush Mehrjui,26127
Marie-Monique Robin,26128
no idea,26129
no women no children,26130
changed my opinion on 2nd viewing,26131
sports documentary,26132
Siu Fai Mak,26133
richard linklater,26134
Duvall is superb,26135
chestburster,26136
cool dialogues,26137
Dick Richards,26138
purpose in life,26139
protagonist sells cars,26140
too sweet,26141
Poor Production Value,26142
Lord of the Rings ripoff,26143
